epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,64279.6,1.72093,0.85468,1.6563,0.76619,0.57198,0.65908,0.49588,1.64202,1.22979,1.72014,0.004687,0.004687,0.004687
163,64552.8,1.72091,0.85717,1.66493,0.7651,0.57324,0.66048,0.49691,1.64177,1.22976,1.71992,0.004654,0.004654,0.004654
164,65702.3,1.71727,0.85169,1.66177,0.7652,0.57508,0.66059,0.49696,1.64132,1.22901,1.71966,0.004621,0.004621,0.004621
165,65974.6,1.71038,0.85421,1.66984,0.76462,0.57475,0.66073,0.49725,1.64039,1.22829,1.71927,0.004588,0.004588,0.004588
166,66247.8,1.71543,0.86066,1.65754,0.76424,0.57399,0.66057,0.49736,1.63997,1.22785,1.71902,0.004555,0.004555,0.004555
167,66521.4,1.70777,0.85574,1.66327,0.76396,0.57434,0.6611,0.49775,1.63974,1.22743,1.71878,0.004522,0.004522,0.004522
168,67117.1,1.71827,0.85574,1.66559,0.76328,0.57432,0.66093,0.49771,1.63939,1.22675,1.71828,0.004489,0.004489,0.004489
169,67390,1.70025,0.84271,1.66098,0.76452,0.57579,0.66573,0.50134,1.63838,1.22629,1.71748,0.004456,0.004456,0.004456
170,67665,1.70226,0.84504,1.66615,0.76443,0.57519,0.66567,0.50157,1.63827,1.2261,1.7175,0.004423,0.004423,0.004423
171,67937.8,1.70767,0.84716,1.65154,0.76484,0.5756,0.66559,0.50167,1.63767,1.22542,1.71709,0.00439,0.00439,0.00439
172,68210.3,1.68508,0.84416,1.65421,0.76503,0.57644,0.66106,0.49864,1.6365,1.22473,1.71628,0.004357,0.004357,0.004357
173,68482.2,1.698,0.84246,1.65804,0.76541,0.5765,0.66541,0.50215,1.63561,1.22394,1.71555,0.004324,0.004324,0.004324
174,68756.6,1.68662,0.84212,1.65418,0.76504,0.57709,0.66537,0.50246,1.63509,1.22356,1.715,0.004291,0.004291,0.004291
175,69030.2,1.71857,0.84711,1.66924,0.76472,0.57786,0.6654,0.50294,1.63478,1.22362,1.71475,0.004258,0.004258,0.004258
176,69304,1.6989,0.84511,1.66284,0.76366,0.57903,0.66546,0.50293,1.63443,1.22313,1.71457,0.004225,0.004225,0.004225
177,70378.1,1.70051,0.8431,1.66228,0.7612,0.58038,0.66539,0.50329,1.63354,1.22261,1.71377,0.004192,0.004192,0.004192
178,70650,1.69282,0.84356,1.65601,0.76135,0.58014,0.66399,0.50268,1.63296,1.22245,1.71307,0.004159,0.004159,0.004159
179,70922.9,1.70281,0.84688,1.65647,0.76438,0.57822,0.66435,0.50312,1.63293,1.22213,1.71285,0.004126,0.004126,0.004126
180,71194.5,1.68221,0.8445,1.6503,0.76482,0.57844,0.66443,0.50322,1.63227,1.22132,1.712,0.004093,0.004093,0.004093
181,71468.9,1.67926,0.83322,1.64784,0.7663,0.57713,0.66469,0.50394,1.63224,1.22134,1.712,0.00406,0.00406,0.00406
182,71740.7,1.69048,0.83735,1.6529,0.76751,0.57726,0.6649,0.50444,1.63176,1.22053,1.712,0.004027,0.004027,0.004027
183,72015.1,1.68687,0.83777,1.65111,0.76756,0.57795,0.66445,0.50493,1.6318,1.22003,1.71169,0.003994,0.003994,0.003994
184,72290,1.67724,0.83442,1.65171,0.76909,0.57654,0.66477,0.50541,1.63096,1.21993,1.7111,0.003961,0.003961,0.003961
185,74204,1.68774,0.84024,1.64963,0.76859,0.57779,0.6651,0.50561,1.63054,1.2195,1.71082,0.003928,0.003928,0.003928
186,74478.2,1.67943,0.83071,1.64709,0.77128,0.57513,0.66525,0.50602,1.62999,1.21908,1.71003,0.003895,0.003895,0.003895
187,74753,1.69253,0.83887,1.65302,0.77065,0.57551,0.66526,0.50604,1.62944,1.21867,1.70954,0.003862,0.003862,0.003862
